Officine Meccaniche	1899	White Cross, Guiseley, West Yorkshire
 Thales S.A.	2000	 Neuilly-sur-Seine
Chevron Corporation 	1879	Admiralty, Hong Kong|Admiralty (near Central, Hong Kong|Central)
Arcelor S.A.	2002	Luxembourg City
SJ AB	2001	Stockholm
DSB	1885	Hilversum
Căile Ferate Române	1998	
Flytoget AS	1992	Shenzhen
RATP Group	1948	54 Quai de la Rapée&lt;br&gt;75012 Paris
Union Carbide Corporation	1917	Bedford, Massachusetts|Bedford, Massachusetts
Fuji Heavy Industries|	1953	Kadoma, Osaka
Bridgestone Corporation	2000	Kyobashi, Tokyo
Moto Guzzi	1921	Via Parodi 57, Mandello del Lario
United States Steel Corporation	1901	Port Vila
Curtiss Aeroplane &amp; Motor Company, Ltd	1916	Kobe
Gazprom JSC	1989	Moscow
Manga Entertainment, LLC	1991	Washington, D.C.
Korea Railroad Corporation&lt;br /&gt;(Korail)	1963	Washington, D.C.
British Motor Holdings Limited	1966	Belfast
Norfolk Southern Corporation	1980	Norfolk, Virginia
E. Remington and Sons	1816	
Groupe Eurotunnel S.A.	1986	Richfield, Minnesota|Richfield, Minnesota
NABI Bus, LLC	1992	Anniston, Alabama|Anniston, Alabama
NEOPLAN Bus GmbH	1935	Anniston, Alabama|Anniston, Alabama
[[File:Bf logo main.jpg|200px]]	1996	Berkshire
 [[File:Paccar Inc logo.svg|250px]]	1905	Berkshire
Österreichische Bundesbahnen	1959	Vienna
Philippine National Railway &lt;br /&gt; {{small|{{native name|fil|Pambansang Daambakal ng Pilipinas|icon=no}}}}	1892	Manila
Kyushu Railway Company&lt;br /&gt;九州旅客鉄道株式会社	1987	3-25-21 Hakata Ekimae&lt;br /&gt;Hakata-ku, Fukuoka, Fukuoka Prefecture
Japan Freight Railway Company&lt;br /&gt;日本貨物鉄道株式会社	1987	5-33-8, Sendagaya, Shibuya, Tokyo
Vietnam Airlines Company Limited	1996	Kirkenes
Bibby Line	1807	130 Queen Victoria Street, London|Queen Victoria Street&lt;br/&gt;London&lt;br&gt;EC4V 4BT
Rand McNally	1856	130 Queen Victoria Street, London|Queen Victoria Street&lt;br/&gt;London&lt;br&gt;EC4V 4BT
National City Lines	1920	Wimbledon, London
Tokyo Waterfront Area Rapid Transit&lt;br /&gt;東京臨海高速鉄道株式会社	1991	Kōtō, Tokyo
 Keio Corporation	1948	 Tama, Tokyo
The English Electric Company Limited	1918	
 Odakyu Electric Railway Co., Ltd.&lt;br/&gt;小田急電鉄株式会社	1948	5-6 Nanpeidaicho, Shibuya-ku, Tokyo
Yakult Honsha Co., Ltd.	1935	5-6 Nanpeidaicho, Shibuya-ku, Tokyo
GE Transportation	| foundation       = 
	Heller International Building&lt;br&gt;Chicago, Illinois
Rolex SA	1905	Geneva
Ranbaxy Laboratories Limited	1961	Gurgaon, Haryana
 Steel Authority of India Limited	1954	Gurgaon, Haryana
Orient Watch Co., Ltd.&lt;br /&gt;オリエント時計株式会社|	1950	Gurgaon, Haryana
Swire Group&lt;br&gt;太古集團	1816	Amsterdam
APL Ltd.	1848	Portland, Oregon
Insurance 	1984	 
Stena Line |	1962	Kista
Mitsubishi Motors North America, Inc. (MMNA) Manufacturing Division	1985	
Motor Coach Industries	1933	
White Star Line	1845	Uppsala, Sweden and Cupertino, California, United States|U.S.
Twin City Rapid Transit	1875	Toronto, Ontario
'''Cott''' Corporation	1952	Mississauga, Ontario
Alexander Schleicher GmbH &amp; Co	1927	 Poppenhausen, Hesse|Poppenhausen, near Fulda
 Hyundai Motor Group	2000	Irvine, California
Hyundai&lt;br /&gt;&lt;small&gt;{{lang|ko|현대}}&lt;/small&gt;&lt;br /&gt;&lt;small&gt;{{lang|ko|現代}}&lt;/small&gt;	1947	Mexico City
Mitsubishi Heavy Industries, Ltd.&lt;br /&gt;三菱重工業株式会社	1964	Mexico City
Loral Space &amp; Communications |	1996	Charlotte, North Carolina&lt;br&gt;Dallas|Dallas, Texas
 Alfa Laval AB	1883	Alberta
JDS Uniphase Corporation&lt;br&gt;JDSU |	1999	
SMRT Corporation	2000	
TIBS Holdings Ltd.	1982	 Pasadena, California
 Bachem Holding AG	1971	Salt lake city|Salt Lake City, Utah
Córas Iompair Éireann	1945	Dublin
Sanguine Productions Ltd.	1997	
Solarsoft Business Systems Limited.	1986	Richmond Hill, Ontario&lt;br&gt;Canada
	2003	Emeryville|Emeryville, California
Fairey Aviation Company Limited	1915	 Kokubunji, Tokyo
	1983	Queenscliff, Victoria|Queenscliff
[[Private company]]	1957	Brooklyn Center, Minnesota
Kraft Foods Group, Inc.	1903	Brooklyn Center, Minnesota
Isuzu Motors Ltd.&lt;br&gt; Isuzu Jidōsha Kabushiki-Kaisha	1916	New York, New York
SIG SAUER	 | foundation       = Germany
	Eckernförde
Timex Group USA, Inc.	1854	Seattle, Washington |
Luxottica Group S.p.A.	1961	Milan
Vickers-Armstrongs Limited	1927	
LaSalle 	1927	
Kellogg Company	1925	Battle Creek, Michigan
Pedigree Petfoods (Mars)	1957	Battle Creek, Michigan
Ryder System, Inc.	1933	Rome
British Railways Board	1963	Rome
 Finmeccanica S.p.A.	1948	
Dr Pepper/Seven Up, Inc. |	1986	Helsinki
British Nuclear Fuels Limited	1971	Issy-les-Moulineaux – France
DB Schenker Rail (UK)	1995	Doncaster
Direct Rail Services	1995	Carlisle, Cumbria|Carlisle
Nankai Electric Railway Co., Ltd.	1925	Palm Beach Gardens, Florida
ERDEMİR Group	1967	
Cipla Limited 	1935	
Automatic Electric Group	1901	Chicago, Illinois
iBiquity Digital Corporation	1958	Columbia, Maryland
British Airways Ltd	1935	United Kingdom
Radio Flyer	1917	Chicago, Illinois
Strathclyde Partnership for Transport	2006	10 Hammersmith Grove, London
Kohler Company	1954	Kohler, Wisconsin
 Sturm, Ruger &amp; Company, Inc.	1949	Kohler, Wisconsin
Iarnród Éireann – Irish Rail	1987	Dublin
Kremenchutsky Avtomobilny Zavod&lt;br /&gt;''KrAZ'' or ''AvtoKrAZ''	1946	Kremenchuk
Eastman Chemical Company	1920	Dublin
Indian Railways 	1853	 Bristol
Essar Steel Algoma, Inc.	1902	
Tektronix, Inc.	1946	
Affymetrix, Inc.	1992	
Tata Steel Limited	1907	Bologna
PTC (Parametric Technology Corporation)	1985	Saint John, New Brunswick
ŠKODA, a.s.	1859	Plzeň|Pilsen
 JFE Holdings, Inc.	2002	Nashville, Tennessee
The Goodyear Tire &amp; Rubber Company	1958	Akron, Ohio
Firestone Tire and Rubber Company (Bridgestone Americas, Inc.)	1908	Nashville, Tennessee
Green Cargo AB	2001	Solna Municipality|Solna, Stockholm County
SSAB Svenskt Stål AB	1978	Solna Municipality|Solna, Stockholm County
Ervia	1976	Nuremberg
Tranz Rail Holdings Ltd 	1991	Wellington
Ebco Industries	1956	Richmond, British Columbia
Yaskawa Electric Corporation	1915	16th floor, The Peninsula Office Tower&lt;BR&gt;18 Middle Road, Hong Kong|Middle Road, Tsim Sha Tsui, Kowloon
YPF S.A.	1922	Macacha Güemes 515&lt;br /&gt;Buenos Aires
Sulzer	1834	&lt;!--modifies &quot;Headquarters&quot; entry--&gt;
 A.P. Møller – Mærsk A/S	1904	&lt;!--modifies &quot;Headquarters&quot; entry--&gt;
IHI Corporation	1853	Chico, California|Chico, CA
Savage Arms	1894	41 rue Martre, 92110 Clichy, Hauts-de-Seine|Clichy
Magneti Marelli S.p.A. |	1919	41 rue Martre, 92110 Clichy, Hauts-de-Seine|Clichy
Statens Järnvägar	1887	Stockholm
Lowe's Companies, Inc.	1946	Brentwood, Tennessee
Lviv Bus Factory LAZ	1945	Lviv
Brio	1884	Malmö
Parker Pen Company	1888	Newhaven, East Sussex
	1853	
Waltham Watch Company	1850	North Las Vegas, Nevada
Harry &amp; David	1910	Medford, Oregon 
Beagle Aircraft Limited	1960	Raleigh, North Carolina
Sagami Railway Co. Ltd.&lt;br&gt;相模鉄道株式会社	1964	2-9-14 Kitasaiwai, Nishi-ku, Yokohama
Linn Products Limited	1973	Queens, New York
NUMMI	1984	
Unic	1905	Puteaux, France 
Elgin National Watch Company	1864	Elgin
Stainless Steel Studios	1998	San Francisco, California
 Total S.A.	1924	Rīga
 Keikyu Corporation	|foundation        =  
	 Minato, Tokyo
Alvis Car and Engineering Company Ltd	1919	Coventry
Cockerill-Sambre	1981	Liège|Liege
Blue Star Line	1911	London
Xilinx, Inc.	1984	McLaren Technology Centre, Surrey
Waterman S.A.	1884	Paris, France
AET Tanker Holdings Sdn Bhd	1994	Kuala Lumpur
Breitling SA	1884	Grenchen
Blüthner	1853	Grenchen
IAME	1968	Bergamo
The Timken Company	1899	Canton, Ohio
Mercedes-AMG GmbH	1967	Affalterbach
Sir W G Armstrong Whitworth &amp; Co Ltd	1847	Madrid
M1NSK	1951	 Saint-Denis
Omega SA	1903	Biel/Bienne
S.P.A.&lt;br&gt;Società Piemontese Automobili	1906	
MV Agusta Motor S.p.A.	1945	Eugene, Oregon|Eugene, Oregon
De Tomaso Modena	1959	
Tata Motors Limited	1945	
Duesenberg Automobile &amp; Motors Company, Inc.	1913	Auburn, Indiana|Auburn, Indiana
Flextronics International Ltd.	1969	Singapore
ATS Automation Tooling Systems Inc	| foundation       = 
	Cambridge, Ontario
Aptalis	| foundation       = 
	 
Northumberland Ferries Limited	1941	Charlottetown
SAIC Motor Corporation Limited	2011	Shanghai
'''Zhejiang Geely Holding Group Co., Ltd'''	1986	Shanghai
GenCorp Inc.	1915	Rancho Cordova, California
POSCO	1968	Rancho Cordova, California
United States Steel Corporation Canada	1910	Neihu District, Taipei City |
Enbridge, Inc.	1949	Calgary, Alberta
Nucor Corporation	1940	Budapest
MAGNA STEYR AG &amp; Co KG	2001	Graz
Wesco Financial Corporation|	1959	Stockholm
Williamson-Dickie Manufacturing Company	1918	Fort Worth, Texas
CN Marine	1977	Moncton
Isle of Man Railway&lt;br&gt;''Raad Yiarn Vannin''	1870	Douglas, Isle of Man|Banks Circus, Douglas
Coach, Inc.	1941	Denby, Derbyshire
Burlington Northern Santa Fe Corporation	1993	Hollywood, California
Trenitalia SpA	2000	Rome
Puma SE	1924	 Zhonghe District, New Taipei|New Taipei City, Taiwan
ThyssenKrupp AG	1999	Duisburg and Essen&lt;ref&gt;http://www.thyssenkrupp.com/en/presse/art_detail.html%26eid%3Dtk_pnid369&lt;/ref&gt; ''(Seat (legal entity)|seats)'', Essen ''(operational headquarters)''
 	1987	{{unbulleted list|EU HQ - Oudenaarde |US HQ - Mansfield,_Massachusetts|Mansfield, MA| Asia HQ - Hong Kong}}
 Connex Melbourne	1999	Melbourne
Tetley	1837	
Thales Australia| logo = [[File:Thales.svg|200px]]	| foundation = 
	Sydney
Porterbrook Leasing Company Limited 	1994	Littlehampton, England
Ezaki Glico Co., Ltd.	1922	Osaka, Osaka Prefecture|Osaka
Harry Needle Railroad Company	1998	Chesterfield, Derbyshire, United Kingdom|UK
Owens-Illinois Inc.	1929	Perrysburg, Ohio|Perrysburg, Ohio
BKV	1929	Budapest, Erzsébetváros Akácfa utca|Akácfa street 15.
Murphy Aircraft Manufacturing Limited	1985	Chilliwack, British Columbia
Jabiru Aircraft Pty Ltd 	1988	Chattanooga, Tennessee|Chattanooga, Tennessee
Dunlop Manufacturing, Inc|	1965	Chattanooga, Tennessee|Chattanooga, Tennessee
Denel Dynamics	1991	
Bolliger &amp; Mabillard Consulting Engineers Inc.	1988	Monthey
Brookville Equipment Corporation	1918	Brookville, Pennsylvania
ZF Friedrichshafen AG	1915	 Friedrichshafen, Baden-Württemberg
Jacuzzi	1915	
 Tobu Railway Co., Ltd.	1897	 2-18-12 Oshiage, Sumida-ku, Tokyo
České dráhy 	2003	
Private, 100% owned by SNC-Lavalin Group	1994	
World Triathlon Corporation	1991	Croydon, Surrey
Marvel Studios, LLC	1993	Walt Disney Studios (Burbank)|500 S. Buena Vista Street,&lt;br&gt;Burbank, California&lt;ref name=&quot;Burbank&quot;&gt;{{cite web|url=http://marvel.com/corporate/about/|title=About Marvel: Corporate Information|publisher=Marvel|accessdate=November 14, 2013| archiveurl = http://web.archive.org/web/20140503072620/http://marvel.com/corporate/about | archivedate = May 3, 2014| deadurl=no}}&lt;/ref&gt;
 Repsol S.A.	1987	 Madrid
Seiko Epson Corporation&lt;br /&gt;セイコーエプソン株式会社 |	1942	Suwa, Nagano |
Merseytravel	1968	Espoo
China Motor Bus Company	1924	Hong Kong SAR &amp; Macao SAR
Rio Tinto plc	1873	San Diego, California, U.S.
Avon Rubber PLC	1885	Los Angeles, California
Mittal Steel Company, N.V.	1989	New York City, New York
Santos Ltd.	1954	Broadcasting House,&lt;br&gt;Central London
	1844	Budapest
	1983	North Ryde, New South Wales 
Marconi Company Ltd	1897	
  Diamond Comic Distributors	1982	  Hunt Valley, Maryland
'''Hanjin Group''' &lt;br /&gt; 한진 그룹	1945	Paris, France
OXO	1990	New York City, New York
	2003	Central, Hong Kong|Central
Iron Lore Entertainment	2000	
	1755	
Whittaker's	1896	
Volgren Australia	1977	
Nosler	1948	Bend, Oregon|Bend, Oregon
Luossavaara-Kiirunavaara Aktiebolag	1890	Luleå
Marathon Petroleum Corporation	2005	Findlay, Ohio 
PepsiCo Inc.	1898	Cypress, California|Cypress, California
Loews Corporation	| foundation    =
	Cypress, California|Cypress, California
Laidlaw International, Inc.	1924	Naperville, Illinois
Lietuvos Geležinkeliai	1860	Vilnius
Tokyo Marui	1965	Adachi, Tokyo|Adachi, Tokyo
Polskie Koleje Państwowe&lt;br&gt;&lt;small&gt;{{lang|pl|Spółka Akcyjna}}&lt;/small&gt;	2001	
Aaron's, Inc.	1955	Irvine, California
Price Club	1976	San Diego, California
	1986	
Crosley Broadcasting Corporation	1922	Cincinnati, Ohio
 Tellabs	1975	 Naperville, Illinois
Sesa Sterlite Limited	1954	 Naperville, Illinois
Newfoundland Capital Corporation, Ltd	1986	Halifax Regional Municipality|Halifax, Nova Scotia
 Tenaris S.A.	2001	 Luxembourg (city)|Luxembourg City
Intamin	|foundation       = &lt;!-- {{Start date|YYYY|MM|DD}} --&gt;
	Wollerau
ABB Daimler Benz Transportation&lt;br&gt;DaimlerChrysler Rail Systems&lt;br&gt;(Adtranz)	1996	Berlin
Altec Lansing, Inc.	1936	133 Castlereagh Street, Sydney|Castlereagh Street&lt;br&gt;Sydney
Nova Bus	1993	Mitchell, Indiana (1919-1995) &lt;br /&gt; Richmond, Indiana (1995-2001)
North British Locomotive Company Limited	1903	Mount Laurel, New Jersey
OMV Aktiengesellschaft	1956	Nagoya
Pan Am Systems	1977	Portsmouth, New Hampshire
Downer EDI Limited |	1933	Warren, New Jersey
IronMind Enterprises, Inc.	1988	 Ottawa
ARINC |	1929	London, New York City
St. Louis Car Company	1887	St. Louis, Missouri
Lenoxx|	  foundation     = |
	
Penske Truck Leasing Co., L.P.|	1969	Geneva
Vinci S.A.	1899	Rueil-Malmaison
奇瑞汽车股份有fast growing developing限公司	1997	Melbourne
Gaia Trafikk AS	1998	Seal Beach, California
Aichi Steel Corporation &lt;br /&gt; 愛知製鋼株式会社	1940	Tōkai, Aichi
Shanghai Baosteel Group Corporation&lt;br /&gt;上海宝钢集团公司	1978	North Hollywood, CA
ETA SA Swiss Watch Manufacturer	1856	Grenchen, Canton of Solothurn|Solothurn
Digium	1999	Huntsville, Alabama

	1893	Pickard China | logo             = File:Pickard China Logo.jpg|200px| caption          = | type             = | traded_as        = | fate             = | predecessor      = | successor        = | foundation       = 1893 | founder          = Wilder Austin Pickard | defunct          = | location_city    = Antioch, Illinois | location_country = USA | location         = | locations        = | area_served      = | key_people       = Andrew Pickard Morgan | industry         = Ceramic manufacturing | products         = Tableware | revenue          = | operating_income = | net_income       = | assets           = | equity           = | owner            = | num_employees    = | parent           = | divisions        = | subsid           = | homepage         = http://www.pickardchina.com www.pickardchina.com  | footnotes        = | intl             = }}'''Pickard China''' is a porcelain decorating and manufacturing company in Antioch, Illinois, United States, founded in 1893, and continues to produce ceramic tableware and art ware today.
Fujitec Co., Ltd.	1948	Beijing (corporate headquarters)&lt;br&gt;Zhuhai (R&amp;D headquarters)
Thames Ironworks and Shipbuilding Company, Limited	1837	Dublin, Ohio
	1992	
Marshall Amplification	1962	Bletchley, Milton Keynes
Hellenic Railways Organization&lt;br /&gt;Οργανισμός Σιδηροδρόμων Ελλάδος	1971	Athens
Octopus Cards Limited	1994	Hong Kong
Oris SA	1904	Hölstein
ZM Weapons	| foundation       =
	Bernardston, Massachusetts
Marathon Oil Corporation	1887	Marathon Oil Tower&lt;br&gt;Houston, Texas
Bon Ami Company	1886	Kansas City, Missouri
CAMI Automotive	1986	Malmö
HuaChen Group Auto Holding Co., Ltd.	| foundation       =
	Shenyang, Liaoning
Barrandov Studios 	1921	Prague-Barrandov
	| foundation =          &lt;!-- [if known: {{start date|YYYY|MM|DD}} in] [city], [country] --&gt;
	
Smit Internationale N.V.	1842	Bradford, West Yorkshire
AnsaldoBreda	2001	
 Hellenic Petroleum S.A.&lt;br /&gt;Ελληνικά Πετρέλαια Α.Ε.	1958	 Athens
Mayfair Games	2004	Chicago, Illinois
Ironwind, Inc.	1997	Skokie, Illinois
Toll Holdings Limited 	1888	New Delhi
Oakland	1907	Pontiac, Michigan
J. R. Simplot Company	1929	Pontiac, Michigan
Color Line AS	1990	Pontiac, Michigan
[[Image:SAS Group.svg|150px|SAS Group Logo]] | 	1946	Minneapolis, Minnesota
Planar Systems, Inc.	1983	New Haven, Connecticut
Shoei Co., Ltd.	1959	Taitō, Tokyo|Taitō, Tokyo
Yaquinto Publications	1979	Alcobendas
AS Eesti Liinirongid	1998	Tallinn
Reliance Infrastructure Ltd	2002	New York City
Mercedes-Benz U.S. International	1993	Vance, Alabama
Melitopol Motor Plant - MeMZ	1908	Melitopol
Plexus Corp.	1979	 Los Angeles, California &amp;&lt;br /&gt;New York City, New York
GM-AVTOVAZ 	2001	Shinjuku, Tokyo
Continental AG	1871	Hanover
Fastenal	1967	Manchester
Meiji Seika Kaisha, Ltd.&lt;br /&gt;明治製菓株式会社	1916	
Metro	1974	St. Louis, Missouri|St. Louis, Missouri |
Phillips Petroleum Company	1917	Bartlesville, Oklahoma|Bartlesville, Oklahoma
KiwiRail Scenic Journeys	1987	Wellington
Pan Am Railways, Inc.	1981	North Billerica, Massachusetts
Delhi Transport Corporation	1948	Delhi
Giant Manufacturing Co. Ltd. |	1972	Dajia District, Taichung City, Republic of China|Taiwan |
Eclipse Aviation Corporation	1998	Albuquerque, New Mexico
Deutsche Waffen und Munitionsfabriken	1896	
TransCanada Corporation	1951	Calgary, Alberta
Sealink	1970	
Marshall, Sons &amp; Co	1848	Salisbury, North Carolina
Société Cartier	1847	Paris
Rural/Metro Corporation	1948	Fort Collins, Colorado
Con-way, Inc.	1929	Little Rock, Arkansas 
Ethicon Endo-Surgery inc.	1990	
British India Steam Navigation Company	1862	Milan
Interface, Inc.	1973	
Line 6	1996	Calabasas, California
Paramount Resources Ltd.	| foundation       = 
	 Calgary, Alberta
New Flyer Industries Inc.	1930	Winnipeg, Manitoba
Ikarus Bus	1895	Tokyo
Zhengzhou Yutong Group Co., Ltd.	1963	Zhengzhou
National Railways of Zimbabwe	1980	Bulawayo
Danfoss A/S 	| foundation       = [[Nordborg]], [[Denmark]]
	Nordborg 
J. G. Brill Company	1868	Philadelphia, Pennsylvania|Philadelphia, Pennsylvania
Hawker Siddeley Canada	1962	London
Bugatti Automobiles S.A.S.	1998	Molsheim
Canadian American Transportation Systems LLC	| foundation       =
	Rochester, New York|Rochester
Shubb |	1974	Monthey
CAEMI Mineração e Metalurgia S.A. |	1942	Thiruvananthapuram, Kerala, India |
Cagiva	1978	Varese
Logic Programming Associates Ltd	1981	Bangalore, Karnataka 
Jindal Steel and Power Ltd.	1952	Bangalore, Karnataka 
Collins Industries	1971	15 Compound Drive&lt;br&gt;Hutchinson, Kansas, 67502 
Crown Coach Corporation	1904	Los Angeles, California (1904-1985) &lt;br /&gt; Chino, California|Chino, California (1985-1991)
China Shipping Container Lines Co., Ltd	1997	Shanghai 
DFDS A/S	1866	 Copenhagen
IOI Group	1969	Hamburg
Bayerische Oberlandbahn GmbH	1998	Holzkirchen, Upper Bavaria|Holzkirchen
Paper Mate &amp; Associates	1940	
Semiconductor Manufacturing International Corporation	2000	Winter Park, Florida
Saudi Basic Industries Corporation	1976	Beijing
SembCorp Logistics Limited|	 foundation = Singapore|
	Oklahoma City
MWM International Motores	1953	São Paulo
Freia AS	1889	 Tadcaster
Nippon Steel &amp; Sumitomo Metal Corporation&lt;ref&gt;http://www.nssmc.com/en/company/message/index.html/&lt;/ref&gt;	1950	Costa Mesa, California
AAR Corp.	1955	Dallas, Texas
Wholly owned subsidiary (of [[Bombardier Inc.]])	2004	Greenville, South Carolina
Oki Electric Industry Co., Ltd.	1881	Penne, Abruzzo
[[File:Ak4B Aimpoint.JPG|250px]]	1974	Netanya
Staedtler Mars GmbH &amp; Co. KG	1835	Nuremberg
Republic Iron and Steel Company	1899	
Cooper Tire &amp; Rubber Company	1914	Zhongshan District, Taipei|Zhongshan, Taipei
Rohm and Haas Company	1909	
Ferrocarriles Argentinos	2005	
Helly Hansen	1877	Vancouver, British Columbia, Canada
Toyota Peugeot Citroën Automobile Czech	2002	Kolín
KR Motors Co. Ltd.|	1978	Sheffield
BPB plc	1915	Saratoga Springs, New York|Saratoga Springs, New York|NY
Evergreen Group&lt;br&gt;長榮集團|	1968	Doha
Chartered Institute of Logistics and Transport	1999	Cleveland, Ohio
RITES Limited	1974	Gurgaon
SITA	1949	Geneva&lt;ref&gt;{{cite web|title=Main SITA offices|url=http://www.sita.aero/content/main-sita-offices}}&lt;/ref&gt;
Ircon International Limited	1976	New Delhi
DrayTek Corp.|	1997	Hsinchu |
National Steel and Shipbuilding Company 	1905	San Diego, California
Hamilton Watch Company	1892	Bienne
Dunlop 	1985	Bienne
E.ON SE	2000	Düsseldorf
RWE AG	1851	Düsseldorf
Henkel AG &amp; Company, KGaA	1876	Bad Homburg
Ferrovie dello Stato Italiane S.p.A.	1905	Rome
Chattem Inc.	1879	Chattanooga, Tennessee
Atlantia S.p.A.	1982	Rome
Cellular South, Inc.	1988	Ridgeland, Mississippi
SeaWind Line	1988	Turku
Dixie-Narco	| foundation       = 
	Saint Paul, Minnesota|St. Paul, Minnesota
	2001	London |
Cafédirect PLC	1991	 Durham, North Carolina
